row_key,block_raw,block_matched,row_number,side,structure,variety_raw,variety_matched,variety_id,variety_score,rootstock_raw,rootstock_matched,rootstock_id,rootstock_score,planting_year,tree_count,length_m,area_m2,flags
Lady In Red 2019|22|,Lady In Red 2019,NO MATCH,22,,PORTION,Lady In Red,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2019,163,163.44,490.32,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|1|,MODI 1,NO MATCH,1,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|2|,MODI 1,NO MATCH,2,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|3|,MODI 1,NO MATCH,3,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|4|,MODI 1,NO MATCH,4,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|5|,MODI 1,NO MATCH,5,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|6|,MODI 1,NO MATCH,6,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|7|,MODI 1,NO MATCH,7,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|8|,MODI 1,NO MATCH,8,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|9|,MODI 1,NO MATCH,9,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|10|,MODI 1,NO MATCH,10,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|11|,MODI 1,NO MATCH,11,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|12|,MODI 1,NO MATCH,12,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|13|,MODI 1,NO MATCH,13,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|14|,MODI 1,NO MATCH,14,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|15|,MODI 1,NO MATCH,15,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|16|,MODI 1,NO MATCH,16,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|17|,MODI 1,NO MATCH,17,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|18|,MODI 1,NO MATCH,18,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|19|,MODI 1,NO MATCH,19,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|20|,MODI 1,NO MATCH,20,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|21|,MODI 1,NO MATCH,21,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|22|,MODI 1,NO MATCH,22,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|23|,MODI 1,NO MATCH,23,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|24|,MODI 1,NO MATCH,24,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,145,145.0,435.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|25|,MODI 1,NO MATCH,25,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M26,NO MATCH,NO MATCH,0.0,2015,45,45.0,135.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 1|25|,MODI 1,NO MATCH,25,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2015,100,100.0,300.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|1|,MODI 2,NO MATCH,1,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|2|,MODI 2,NO MATCH,2,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|3|,MODI 2,NO MATCH,3,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|4|,MODI 2,NO MATCH,4,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|5|,MODI 2,NO MATCH,5,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|6|,MODI 2,NO MATCH,6,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|7|,MODI 2,NO MATCH,7,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|8|,MODI 2,NO MATCH,8,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|9|,MODI 2,NO MATCH,9,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|10|,MODI 2,NO MATCH,10,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|11|,MODI 2,NO MATCH,11,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|12|,MODI 2,NO MATCH,12,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|13|,MODI 2,NO MATCH,13,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|14|,MODI 2,NO MATCH,14,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|15|,MODI 2,NO MATCH,15,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|16|,MODI 2,NO MATCH,16,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|17|,MODI 2,NO MATCH,17,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|18|,MODI 2,NO MATCH,18,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|19|,MODI 2,NO MATCH,19,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|20|,MODI 2,NO MATCH,20,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|21|,MODI 2,NO MATCH,21,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|22|,MODI 2,NO MATCH,22,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|23|,MODI 2,NO MATCH,23,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|24|,MODI 2,NO MATCH,24,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|25|,MODI 2,NO MATCH,25,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
MODI 2|26|,MODI 2,NO MATCH,26,,PORTION,Modi,NO MATCH,NO MATCH,0.0,M9,NO MATCH,NO MATCH,0.0,2016,130,130.5,391.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|1|,ROB DWARF PL,NO MATCH,1,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|2|,ROB DWARF PL,NO MATCH,2,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|3|,ROB DWARF PL,NO MATCH,3,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|4|,ROB DWARF PL,NO MATCH,4,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|5|,ROB DWARF PL,NO MATCH,5,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|6|,ROB DWARF PL,NO MATCH,6,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|7|,ROB DWARF PL,NO MATCH,7,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|8|,ROB DWARF PL,NO MATCH,8,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|9|,ROB DWARF PL,NO MATCH,9,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|10|,ROB DWARF PL,NO MATCH,10,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|11|,ROB DWARF PL,NO MATCH,11,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|12|,ROB DWARF PL,NO MATCH,12,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,86,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|13|,ROB DWARF PL,NO MATCH,13,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|14|,ROB DWARF PL,NO MATCH,14,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|15|,ROB DWARF PL,NO MATCH,15,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|16|,ROB DWARF PL,NO MATCH,16,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|17|,ROB DWARF PL,NO MATCH,17,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|18|,ROB DWARF PL,NO MATCH,18,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|19|,ROB DWARF PL,NO MATCH,19,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|20|,ROB DWARF PL,NO MATCH,20,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|21|,ROB DWARF PL,NO MATCH,21,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|22|,ROB DWARF PL,NO MATCH,22,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|23|,ROB DWARF PL,NO MATCH,23,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|24|,ROB DWARF PL,NO MATCH,24,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|25|,ROB DWARF PL,NO MATCH,25,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|26|,ROB DWARF PL,NO MATCH,26,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|27|,ROB DWARF PL,NO MATCH,27,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|28|,ROB DWARF PL,NO MATCH,28,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|29|,ROB DWARF PL,NO MATCH,29,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|30|,ROB DWARF PL,NO MATCH,30,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|31|,ROB DWARF PL,NO MATCH,31,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,87,147.0,661.5,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|32|,ROB DWARF PL,NO MATCH,32,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,83,142.7,642.15,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|33|,ROB DWARF PL,NO MATCH,33,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,69,129.2,581.4,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|34|,ROB DWARF PL,NO MATCH,34,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,51,109.2,491.40000000000003,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|35|,ROB DWARF PL,NO MATCH,35,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,41,84.0,378.0,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
ROB DWARF PL|36|,ROB DWARF PL,NO MATCH,36,,PORTION,P/L,NO MATCH,NO MATCH,0.0,109/M26,NO MATCH,NO MATCH,0.0,2004,29,49.3,221.85,LOW_BLOCK_MATCH(0.0)|LOW_VARIETY_MATCH(0.0)|LOW_RS_MATCH(0.0)
